residue,class_odd,class_dead,exact_dead,exact_steps,alpha,mod9,mod3
49691,11,0,1,21,2.70304871,2,2
49693,9,1,1,3,0.30033875,4,1
49695,9,1,1,21,0.30033875,6,0
49697,9,1,1,3,0.30033875,8,2
49699,7,1,1,6,0.03337097,1,1
49701,10,1,1,3,0.90101624,3,0
49703,9,1,1,13,0.30033875,5,2
49705,12,0,1,3,8.10914612,7,1
49707,7,1,1,8,0.03337097,0,0
49709,8,1,1,3,0.10011292,2,2
49711,12,0,1,55,8.10914612,4,1
49713,8,1,1,3,0.10011292,6,0
49715,8,1,1,6,0.10011292,8,2
49717,4,1,1,3,0.00123596,1,1
49719,11,0,1,8,2.70304871,3,0
49721,10,1,1,3,0.90101624,5,2
49723,7,1,1,11,0.03337097,7,1
49725,8,1,1,3,0.10011292,0,0
49727,8,1,1,16,0.10011292,2,2
49729,8,1,1,3,0.10011292,4,1
49731,8,1,1,6,0.10011292,6,0
49733,9,1,1,3,0.30033875,8,2
49735,7,1,1,16,0.03337097,1,1
49737,10,1,1,3,0.90101624,3,0
49739,9,1,1,8,0.30033875,5,2
49741,9,1,1,3,0.30033875,7,1
49743,9,1,1,13,0.30033875,0,0
49745,9,1,1,3,0.30033875,2,2
49747,9,1,1,6,0.30033875,4,1
49749,7,1,1,3,0.03337097,6,0
49751,10,1,1,8,0.90101624,8,2
49753,11,0,1,3,2.70304871,1,1
49755,12,0,1,75,8.10914612,3,0
49757,4,1,1,3,0.00123596,5,2
49759,10,1,1,13,0.90101624,7,1
49761,9,1,1,3,0.30033875,0,0
49763,8,1,1,6,0.10011292,2,2
49765,8,1,1,3,0.10011292,4,1
49767,9,1,1,19,0.30033875,6,0
49769,10,1,1,3,0.90101624,8,2
49771,7,1,1,8,0.03337097,1,1
49773,9,1,1,3,0.30033875,3,0
49775,9,1,1,21,0.30033875,5,2
49777,7,1,1,3,0.03337097,7,1
49779,8,1,1,6,0.10011292,0,0
49781,6,1,1,3,0.01112366,2,2
49783,6,1,1,8,0.01112366,4,1
49785,8,1,1,3,0.10011292,6,0
49787,10,1,1,13,0.90101624,8,2
49789,12,0,1,3,8.10914612,1,1
49791,13,0,1,42,24.32743835,3,0
49793,9,1,1,3,0.30033875,5,2
49795,7,1,1,6,0.03337097,7,1
49797,9,1,1,3,0.30033875,0,0
49799,6,1,1,11,0.01112366,2,2
49801,12,0,1,3,8.10914612,4,1
49803,9,1,1,8,0.30033875,6,0
49805,7,1,1,3,0.03337097,8,2
49807,10,1,1,11,0.90101624,1,1
49809,8,1,1,3,0.10011292,3,0
49811,8,1,1,6,0.10011292,5,2
49813,7,1,1,3,0.03337097,7,1
49815,7,1,1,8,0.03337097,0,0
49817,8,1,1,3,0.10011292,2,2
49819,12,0,1,39,8.10914612,4,1
49821,10,1,1,3,0.90101624,6,0
49823,11,0,1,37,2.70304871,8,2
49825,9,1,1,3,0.30033875,1,1
49827,7,1,1,6,0.03337097,3,0
49829,10,1,1,3,0.90101624,5,2
49831,11,0,1,21,2.70304871,7,1
49833,12,0,1,3,8.10914612,0,0
49835,8,1,1,8,0.10011292,2,2
49837,7,1,1,3,0.03337097,4,1
49839,8,1,1,13,0.10011292,6,0
49841,9,1,1,3,0.30033875,8,2
49843,9,1,1,6,0.30033875,1,1
49845,5,1,1,3,0.00370789,3,0
49847,7,1,1,8,0.03337097,5,2
49849,9,1,1,3,0.30033875,7,1
49851,8,1,1,11,0.10011292,0,0
49853,9,1,1,3,0.30033875,2,2
49855,12,0,1,47,8.10914612,4,1
49857,5,1,1,3,0.00370789,6,0
49859,7,1,1,6,0.03337097,8,2
49861,5,1,1,3,0.00370789,1,1
49863,9,1,1,13,0.30033875,3,0
49865,8,1,1,3,0.10011292,5,2
49867,8,1,1,8,0.10011292,7,1
49869,5,1,1,3,0.00370789,0,0
49871,11,0,1,21,2.70304871,2,2
49873,9,1,1,3,0.30033875,4,1
49875,9,1,1,6,0.30033875,6,0
49877,6,1,1,3,0.01112366,8,2
49879,9,1,1,8,0.30033875,1,1
49881,5,1,1,3,0.00370789,3,0
49883,10,1,1,13,0.90101624,5,2
49885,11,0,1,3,2.70304871,7,1
49887,10,1,1,16,0.90101624,0,0
49889,11,0,1,3,2.70304871,2,2
49891,6,1,1,6,0.01112366,4,1
49893,8,1,1,3,0.10011292,6,0
49895,11,0,1,37,2.70304871,8,2
49897,10,1,1,3,0.90101624,1,1
49899,8,1,1,8,0.10011292,3,0
49901,8,1,1,3,0.10011292,5,2
49903,11,0,1,39,2.70304871,7,1
49905,6,1,1,3,0.01112366,0,0
49907,9,1,1,6,0.30033875,2,2
49909,7,1,1,3,0.03337097,4,1
49911,10,1,1,8,0.90101624,6,0
49913,7,1,1,3,0.03337097,8,2
49915,9,1,1,24,0.30033875,1,1
49917,10,1,1,3,0.90101624,3,0
49919,12,0,1,34,8.10914612,5,2
49921,7,1,1,3,0.03337097,7,1
49923,7,1,1,6,0.03337097,0,0
49925,7,1,1,3,0.03337097,2,2
49927,9,1,1,11,0.30033875,4,1
49929,8,1,1,3,0.10011292,6,0
49931,9,1,1,8,0.30033875,8,2
49933,7,1,1,3,0.03337097,1,1
49935,7,1,1,11,0.03337097,3,0
49937,7,1,1,3,0.03337097,5,2
49939,8,1,1,6,0.10011292,7,1
49941,6,1,1,3,0.01112366,0,0
49943,9,1,1,8,0.30033875,2,2
49945,9,1,1,3,0.30033875,4,1
49947,12,0,1,32,8.10914612,6,0
49949,9,1,1,3,0.30033875,8,2
49951,11,0,1,21,2.70304871,1,1
49953,9,1,1,3,0.30033875,3,0
49955,6,1,1,6,0.01112366,5,2
49957,6,1,1,3,0.01112366,7,1
49959,11,0,1,13,2.70304871,0,0
49961,8,1,1,3,0.10011292,2,2
49963,8,1,1,8,0.10011292,4,1
49965,6,1,1,3,0.01112366,6,0
49967,8,1,1,16,0.10011292,8,2
49969,6,1,1,3,0.01112366,1,1
49971,6,1,1,6,0.01112366,3,0
49973,6,1,1,3,0.01112366,5,2
49975,10,1,1,8,0.90101624,7,1
49977,10,1,1,3,0.90101624,0,0
49979,6,1,1,11,0.01112366,2,2
49981,9,1,1,3,0.30033875,4,1
49983,10,1,1,26,0.90101624,6,0
49985,6,1,1,3,0.01112366,8,2
49987,8,1,1,6,0.10011292,1,1
49989,7,1,1,3,0.03337097,3,0
49991,11,0,1,47,2.70304871,5,2
49993,7,1,1,3,0.03337097,7,1
49995,7,1,1,8,0.03337097,0,0
49997,7,1,1,3,0.03337097,2,2
49999,8,1,1,13,0.10011292,4,1
50001,10,1,1,3,0.90101624,6,0
50003,10,1,1,6,0.90101624,8,2
50005,5,1,1,3,0.00370789,1,1
50007,10,1,1,8,0.90101624,3,0
50009,6,1,1,3,0.01112366,5,2
50011,12,0,1,55,8.10914612,7,1
50013,9,1,1,3,0.30033875,0,0
50015,8,1,1,13,0.10011292,2,2
50017,9,1,1,3,0.30033875,4,1
50019,8,1,1,6,0.10011292,6,0
50021,8,1,1,3,0.10011292,8,2
50023,13,0,1,39,24.32743835,1,1
50025,11,0,1,3,2.70304871,3,0
50027,6,1,1,8,0.01112366,5,2
50029,9,1,1,3,0.30033875,7,1
50031,8,1,1,19,0.10011292,0,0
50033,8,1,1,3,0.10011292,2,2
50035,8,1,1,6,0.10011292,4,1
50037,8,1,1,3,0.10011292,6,0
50039,7,1,1,8,0.03337097,8,2
50041,13,0,1,3,24.32743835,1,1
50043,10,1,1,13,0.90101624,3,0
50045,9,1,1,3,0.30033875,5,2
50047,11,0,1,39,2.70304871,7,1
50049,8,1,1,3,0.10011292,0,0
50051,10,1,1,6,0.90101624,2,2
50053,10,1,1,3,0.90101624,4,1
50055,10,1,1,11,0.90101624,6,0
50057,11,0,1,3,2.70304871,8,2
50059,12,0,1,8,8.10914612,1,1
50061,5,1,1,3,0.00370789,3,0
50063,9,1,1,11,0.30033875,5,2
50065,6,1,1,3,0.01112366,7,1
50067,6,1,1,6,0.01112366,0,0
50069,7,1,1,3,0.03337097,2,2
50071,8,1,1,8,0.10011292,4,1
50073,8,1,1,3,0.10011292,6,0
50075,9,1,1,16,0.30033875,8,2
50077,8,1,1,3,0.10011292,1,1
50079,11,0,1,37,2.70304871,3,0
50081,8,1,1,3,0.10011292,5,2
50083,7,1,1,6,0.03337097,7,1
50085,8,1,1,3,0.10011292,0,0
50087,8,1,1,19,0.10011292,2,2
50089,11,0,1,3,2.70304871,4,1
50091,10,1,1,8,0.90101624,6,0
50093,10,1,1,3,0.90101624,8,2
50095,7,1,1,13,0.03337097,1,1
50097,8,1,1,3,0.10011292,3,0
50099,8,1,1,6,0.10011292,5,2
50101,8,1,1,3,0.10011292,7,1
50103,8,1,1,8,0.10011292,0,0
50105,8,1,1,3,0.10011292,2,2
50107,8,1,1,11,0.10011292,4,1
50109,11,0,1,3,2.70304871,6,0
50111,12,0,1,50,8.10914612,8,2
50113,7,1,1,3,0.03337097,1,1
50115,7,1,1,6,0.03337097,3,0
50117,4,1,1,3,0.00123596,5,2
50119,10,1,1,13,0.90101624,7,1
50121,9,1,1,3,0.30033875,0,0
50123,8,1,1,8,0.10011292,2,2
50125,9,1,1,3,0.30033875,4,1
50127,11,0,1,16,2.70304871,6,0
50129,9,1,1,3,0.30033875,8,2
50131,7,1,1,6,0.03337097,1,1
50133,4,1,1,3,0.00123596,3,0
50135,11,0,1,8,2.70304871,5,2
50137,4,1,1,3,0.00123596,7,1
50139,8,1,1,13,0.10011292,0,0
50141,9,1,1,3,0.30033875,2,2
50143,10,1,1,26,0.90101624,4,1
50145,11,0,1,3,2.70304871,6,0
50147,4,1,1,6,0.00123596,8,2
50149,10,1,1,3,0.90101624,1,1
50151,9,1,1,16,0.30033875,3,0
50153,12,0,1,3,8.10914612,5,2
50155,10,1,1,8,0.90101624,7,1
50157,12,0,1,3,8.10914612,0,0
50159,11,0,1,34,2.70304871,2,2
50161,8,1,1,3,0.10011292,4,1
50163,9,1,1,6,0.30033875,6,0
50165,8,1,1,3,0.10011292,8,2
50167,8,1,1,8,0.10011292,1,1
50169,10,1,1,3,0.90101624,3,0
50171,8,1,1,19,0.10011292,5,2
50173,9,1,1,3,0.30033875,7,1
50175,12,0,1,39,8.10914612,0,0
50177,7,1,1,3,0.03337097,2,2
50179,7,1,1,6,0.03337097,4,1
50181,7,1,1,3,0.03337097,6,0
50183,7,1,1,11,0.03337097,8,2
50185,9,1,1,3,0.30033875,1,1
50187,7,1,1,8,0.03337097,3,0
50189,7,1,1,3,0.03337097,5,2
50191,9,1,1,11,0.30033875,7,1
50193,7,1,1,3,0.03337097,0,0
50195,7,1,1,6,0.03337097,2,2
50197,6,1,1,3,0.01112366,4,1
50199,7,1,1,8,0.03337097,6,0
50201,9,1,1,3,0.30033875,8,2
50203,12,0,1,42,8.10914612,1,1
50205,8,1,1,3,0.10011292,3,0
50207,13,0,1,94,24.32743835,5,2
50209,8,1,1,3,0.10011292,7,1
50211,6,1,1,6,0.01112366,0,0
50213,7,1,1,3,0.03337097,2,2
50215,9,1,1,13,0.30033875,4,1
50217,11,0,1,3,2.70304871,6,0
50219,9,1,1,8,0.30033875,8,2
50221,6,1,1,3,0.01112366,1,1
50223,10,1,1,21,0.90101624,3,0
50225,6,1,1,3,0.01112366,5,2
50227,6,1,1,6,0.01112366,7,1
50229,6,1,1,3,0.01112366,0,0
50231,8,1,1,8,0.10011292,2,2
50233,8,1,1,3,0.10011292,4,1
50235,8,1,1,11,0.10011292,6,0
50237,6,1,1,3,0.01112366,8,2
50239,10,1,1,19,0.90101624,1,1
50241,6,1,1,3,0.01112366,3,0
50243,6,1,1,6,0.01112366,5,2
50245,6,1,1,3,0.01112366,7,1
50247,11,0,1,39,2.70304871,0,0
50249,11,0,1,3,2.70304871,2,2
50251,6,1,1,8,0.01112366,4,1
50253,8,1,1,3,0.10011292,6,0
50255,8,1,1,13,0.10011292,8,2
50257,8,1,1,3,0.10011292,1,1
50259,10,1,1,6,0.90101624,3,0
50261,5,1,1,3,0.00370789,5,2
50263,6,1,1,8,0.01112366,7,1
50265,8,1,1,3,0.10011292,0,0
50267,10,1,1,26,0.90101624,2,2
50269,8,1,1,3,0.10011292,4,1
50271,12,0,1,13,8.10914612,6,0
50273,7,1,1,3,0.03337097,8,2
50275,8,1,1,6,0.10011292,1,1
50277,8,1,1,3,0.10011292,3,0
50279,11,0,1,73,2.70304871,5,2
50281,7,1,1,3,0.03337097,7,1
50283,9,1,1,8,0.30033875,0,0
50285,9,1,1,3,0.30033875,2,2
50287,9,1,1,21,0.30033875,4,1
50289,5,1,1,3,0.00370789,6,0
50291,10,1,1,6,0.90101624,8,2
50293,7,1,1,3,0.03337097,1,1
50295,6,1,1,8,0.01112366,3,0
50297,9,1,1,3,0.30033875,5,2
50299,8,1,1,13,0.10011292,7,1
50301,9,1,1,3,0.30033875,0,0
50303,10,1,1,26,0.90101624,2,2
50305,11,0,1,3,2.70304871,4,1
50307,6,1,1,6,0.01112366,6,0
50309,6,1,1,3,0.01112366,8,2
50311,10,1,1,11,0.90101624,1,1
50313,11,0,1,3,2.70304871,3,0
50315,9,1,1,8,0.30033875,5,2
50317,8,1,1,3,0.10011292,7,1
50319,8,1,1,11,0.10011292,0,0
50321,8,1,1,3,0.10011292,2,2
50323,8,1,1,6,0.10011292,4,1
50325,8,1,1,3,0.10011292,6,0
50327,8,1,1,8,0.10011292,8,2
50329,6,1,1,3,0.01112366,1,1
50331,12,0,1,57,8.10914612,3,0
50333,10,1,1,3,0.90101624,5,2
50335,12,0,1,52,8.10914612,7,1
50337,11,0,1,3,2.70304871,0,0
50339,9,1,1,6,0.30033875,2,2
50341,9,1,1,3,0.30033875,4,1
50343,10,1,1,21,0.90101624,6,0
50345,11,0,1,3,2.70304871,8,2
50347,8,1,1,8,0.10011292,1,1
50349,8,1,1,3,0.10011292,3,0
50351,8,1,1,13,0.10011292,5,2
50353,10,1,1,3,0.90101624,7,1
50355,10,1,1,6,0.90101624,0,0
50357,5,1,1,3,0.00370789,2,2
50359,10,1,1,8,0.90101624,4,1
50361,10,1,1,3,0.90101624,6,0
50363,12,0,1,11,8.10914612,8,2
50365,10,1,1,3,0.90101624,1,1
50367,9,1,1,21,0.30033875,3,0
50369,8,1,1,3,0.10011292,5,2
50371,8,1,1,6,0.10011292,7,1
50373,8,1,1,3,0.10011292,0,0
50375,8,1,1,13,0.10011292,2,2
50377,7,1,1,3,0.03337097,4,1
50379,7,1,1,8,0.03337097,6,0
50381,8,1,1,3,0.10011292,8,2
50383,9,1,1,19,0.30033875,1,1
50385,10,1,1,3,0.90101624,3,0
50387,10,1,1,6,0.90101624,5,2
50389,6,1,1,3,0.01112366,7,1
50391,9,1,1,8,0.30033875,0,0
50393,8,1,1,3,0.10011292,2,2
50395,9,1,1,13,0.30033875,4,1
50397,7,1,1,3,0.03337097,6,0
50399,10,1,1,21,0.90101624,8,2
50401,11,0,1,3,2.70304871,1,1
50403,6,1,1,6,0.01112366,3,0
50405,9,1,1,3,0.30033875,5,2
50407,10,1,1,26,0.90101624,7,1
50409,8,1,1,3,0.10011292,0,0
50411,8,1,1,8,0.10011292,2,2
50413,5,1,1,3,0.00370789,4,1
50415,13,0,1,44,24.32743835,6,0
50417,5,1,1,3,0.00370789,8,2
50419,9,1,1,6,0.30033875,1,1
50421,5,1,1,3,0.00370789,3,0
50423,10,1,1,8,0.90101624,5,2
50425,10,1,1,3,0.90101624,7,1
50427,11,0,1,106,2.70304871,0,0
50429,12,0,1,3,8.10914612,2,2
50431,12,0,1,39,8.10914612,4,1
50433,8,1,1,3,0.10011292,6,0
50435,8,1,1,6,0.10011292,8,2
50437,6,1,1,3,0.01112366,1,1
50439,10,1,1,11,0.90101624,3,0
50441,10,1,1,3,0.90101624,5,2
50443,8,1,1,8,0.10011292,7,1
50445,7,1,1,3,0.03337097,0,0
50447,7,1,1,11,0.03337097,2,2
50449,7,1,1,3,0.03337097,4,1
50451,10,1,1,6,0.90101624,6,0
50453,6,1,1,3,0.01112366,8,2
50455,7,1,1,8,0.03337097,1,1
50457,10,1,1,3,0.90101624,3,0
50459,13,0,1,73,24.32743835,5,2
50461,9,1,1,3,0.30033875,7,1
50463,9,1,1,16,0.30033875,0,0
50465,6,1,1,3,0.01112366,2,2
50467,7,1,1,6,0.03337097,4,1
50469,7,1,1,3,0.03337097,6,0
50471,9,1,1,13,0.30033875,8,2
50473,10,1,1,3,0.90101624,1,1
50475,7,1,1,8,0.03337097,3,0
50477,6,1,1,3,0.01112366,5,2
50479,10,1,1,21,0.90101624,7,1
50481,7,1,1,3,0.03337097,0,0
50483,7,1,1,6,0.03337097,2,2
50485,9,1,1,3,0.30033875,4,1
50487,11,0,1,8,2.70304871,6,0
50489,11,0,1,3,2.70304871,8,2
50491,6,1,1,11,0.01112366,1,1
50493,9,1,1,3,0.30033875,3,0
50495,9,1,1,24,0.30033875,5,2
50497,9,1,1,3,0.30033875,7,1
50499,9,1,1,6,0.30033875,0,0
50501,9,1,1,3,0.30033875,2,2
50503,10,1,1,24,0.90101624,4,1
50505,8,1,1,3,0.10011292,6,0
50507,9,1,1,8,0.30033875,8,2
50509,10,1,1,3,0.90101624,1,1
50511,8,1,1,13,0.10011292,3,0
50513,10,1,1,3,0.90101624,5,2
50515,13,0,1,6,24.32743835,7,1
50517,2,1,1,3,0.00013733,0,0
50519,6,1,1,8,0.01112366,2,2
50521,8,1,1,3,0.10011292,4,1
50523,9,1,1,16,0.30033875,6,0
50525,7,1,1,3,0.03337097,8,2
50527,8,1,1,13,0.10011292,1,1
50529,8,1,1,3,0.10011292,3,0
50531,8,1,1,6,0.10011292,5,2
50533,8,1,1,3,0.10011292,7,1
50535,9,1,1,24,0.30033875,0,0
50537,8,1,1,3,0.10011292,2,2
50539,8,1,1,8,0.10011292,4,1
50541,7,1,1,3,0.03337097,6,0
50543,10,1,1,16,0.90101624,8,2
50545,5,1,1,3,0.00370789,1,1
50547,8,1,1,6,0.10011292,3,0
50549,5,1,1,3,0.00370789,5,2
50551,9,1,1,8,0.30033875,7,1
50553,12,0,1,3,8.10914612,0,0
50555,8,1,1,13,0.10011292,2,2
50557,9,1,1,3,0.30033875,4,1
50559,11,0,1,42,2.70304871,6,0
50561,10,1,1,3,0.90101624,8,2
50563,5,1,1,6,0.00370789,1,1
50565,9,1,1,3,0.30033875,3,0
50567,5,1,1,11,0.00370789,5,2
50569,8,1,1,3,0.10011292,7,1
50571,9,1,1,8,0.30033875,0,0
50573,7,1,1,3,0.03337097,2,2
50575,7,1,1,11,0.03337097,4,1
50577,8,1,1,3,0.10011292,6,0
50579,8,1,1,6,0.10011292,8,2
50581,7,1,1,3,0.03337097,1,1
50583,8,1,1,8,0.10011292,3,0
50585,8,1,1,3,0.10011292,5,2
50587,9,1,1,19,0.30033875,7,1
50589,8,1,1,3,0.10011292,0,0
50591,12,0,1,34,8.10914612,2,2
50593,8,1,1,3,0.10011292,4,1
50595,6,1,1,6,0.01112366,6,0
50597,6,1,1,3,0.01112366,8,2
50599,10,1,1,16,0.90101624,1,1
50601,8,1,1,3,0.10011292,3,0
50603,9,1,1,8,0.30033875,5,2
50605,6,1,1,3,0.01112366,7,1
50607,10,1,1,13,0.90101624,0,0
50609,7,1,1,3,0.03337097,2,2
50611,7,1,1,6,0.03337097,4,1
50613,8,1,1,3,0.10011292,6,0
50615,9,1,1,8,0.30033875,8,2
50617,7,1,1,3,0.03337097,1,1
50619,8,1,1,11,0.10011292,3,0
50621,8,1,1,3,0.10011292,5,2
50623,12,0,1,39,8.10914612,7,1
50625,8,1,1,3,0.10011292,0,0
50627,10,1,1,6,0.90101624,2,2
50629,6,1,1,3,0.01112366,4,1
50631,10,1,1,13,0.90101624,6,0
50633,7,1,1,3,0.03337097,8,2
50635,7,1,1,8,0.03337097,1,1
50637,7,1,1,3,0.03337097,3,0
50639,11,0,1,32,2.70304871,5,2
50641,7,1,1,3,0.03337097,7,1
50643,9,1,1,6,0.30033875,0,0
50645,6,1,1,3,0.01112366,2,2
50647,8,1,1,8,0.10011292,4,1
50649,9,1,1,3,0.30033875,6,0
50651,7,1,1,13,0.03337097,8,2
50653,9,1,1,3,0.30033875,1,1
50655,11,0,1,55,2.70304871,3,0
50657,10,1,1,3,0.90101624,5,2
50659,6,1,1,6,0.01112366,7,1
50661,11,0,1,3,2.70304871,0,0
50663,10,1,1,26,0.90101624,2,2
50665,10,1,1,3,0.90101624,4,1
50667,13,0,1,8,24.32743835,6,0
50669,9,1,1,3,0.30033875,8,2
50671,12,0,1,32,8.10914612,1,1
50673,9,1,1,3,0.30033875,3,0
50675,8,1,1,6,0.10011292,5,2
50677,9,1,1,3,0.30033875,7,1
50679,11,0,1,8,2.70304871,0,0
50681,9,1,1,3,0.30033875,2,2
50683,9,1,1,16,0.30033875,4,1
50685,8,1,1,3,0.10011292,6,0
50687,12,0,1,55,8.10914612,8,2
50689,10,1,1,3,0.90101624,1,1
50691,5,1,1,6,0.00370789,3,0
50693,5,1,1,3,0.00370789,5,2
50695,10,1,1,11,0.90101624,7,1
50697,11,0,1,3,2.70304871,0,0
50699,5,1,1,8,0.00370789,2,2
50701,7,1,1,3,0.03337097,4,1
50703,9,1,1,11,0.30033875,6,0
50705,7,1,1,3,0.03337097,8,2
50707,8,1,1,6,0.10011292,1,1
50709,7,1,1,3,0.03337097,3,0
50711,8,1,1,8,0.10011292,5,2
50713,8,1,1,3,0.10011292,7,1
50715,10,1,1,21,0.90101624,0,0
50717,7,1,1,3,0.03337097,2,2
50719,10,1,1,21,0.90101624,4,1
50721,7,1,1,3,0.03337097,6,0
50723,7,1,1,6,0.03337097,8,2
50725,7,1,1,3,0.03337097,1,1
50727,7,1,1,13,0.03337097,3,0
50729,11,0,1,3,2.70304871,5,2
50731,7,1,1,8,0.03337097,7,1
50733,9,1,1,3,0.30033875,0,0
50735,11,0,1,42,2.70304871,2,2
50737,9,1,1,3,0.30033875,4,1
50739,9,1,1,6,0.30033875,6,0
50741,7,1,1,3,0.03337097,8,2
50743,10,1,1,8,0.90101624,1,1
50745,7,1,1,3,0.03337097,3,0
50747,8,1,1,11,0.10011292,5,2
50749,7,1,1,3,0.03337097,7,1
50751,8,1,1,16,0.10011292,0,0
50753,9,1,1,3,0.30033875,2,2
50755,9,1,1,6,0.30033875,4,1
50757,6,1,1,3,0.01112366,6,0
50759,11,0,1,16,2.70304871,8,2
50761,10,1,1,3,0.90101624,1,1
50763,6,1,1,8,0.01112366,3,0
50765,6,1,1,3,0.01112366,5,2
50767,11,0,1,13,2.70304871,7,1
50769,9,1,1,3,0.30033875,0,0
50771,9,1,1,6,0.30033875,2,2
50773,7,1,1,3,0.03337097,4,1
50775,9,1,1,8,0.30033875,6,0
50777,9,1,1,3,0.30033875,8,2
50779,10,1,1,24,0.90101624,1,1
50781,7,1,1,3,0.03337097,3,0
50783,9,1,1,13,0.30033875,5,2
50785,6,1,1,3,0.01112366,7,1
50787,7,1,1,6,0.03337097,0,0
50789,7,1,1,3,0.03337097,2,2
50791,13,0,1,39,24.32743835,4,1
50793,9,1,1,3,0.30033875,6,0
50795,9,1,1,8,0.30033875,8,2
50797,8,1,1,3,0.10011292,1,1
50799,8,1,1,19,0.10011292,3,0
50801,7,1,1,3,0.03337097,5,2
50803,8,1,1,6,0.10011292,7,1
50805,10,1,1,3,0.90101624,0,0
50807,7,1,1,8,0.03337097,2,2
50809,8,1,1,3,0.10011292,4,1
50811,7,1,1,13,0.03337097,6,0
50813,10,1,1,3,0.90101624,8,2
50815,12,0,1,135,8.10914612,1,1
50817,11,0,1,3,2.70304871,3,0
50819,7,1,1,6,0.03337097,5,2
50821,9,1,1,3,0.30033875,7,1
50823,8,1,1,11,0.10011292,0,0
50825,11,0,1,3,2.70304871,2,2
50827,9,1,1,8,0.30033875,4,1
50829,8,1,1,3,0.10011292,6,0
50831,10,1,1,11,0.90101624,8,2
50833,6,1,1,3,0.01112366,1,1
50835,6,1,1,6,0.01112366,3,0
50837,8,1,1,3,0.10011292,5,2
50839,8,1,1,8,0.10011292,7,1
50841,9,1,1,3,0.30033875,0,0
50843,10,1,1,26,0.90101624,2,2
50845,7,1,1,3,0.03337097,4,1
50847,10,1,1,26,0.90101624,6,0
50849,7,1,1,3,0.03337097,8,2
50851,9,1,1,6,0.30033875,1,1
50853,9,1,1,3,0.30033875,3,0
50855,9,1,1,19,0.30033875,5,2
50857,11,0,1,3,2.70304871,7,1
50859,8,1,1,8,0.10011292,0,0
50861,10,1,1,3,0.90101624,2,2
50863,9,1,1,13,0.30033875,4,1
50865,7,1,1,3,0.03337097,6,0
50867,7,1,1,6,0.03337097,8,2
50869,8,1,1,3,0.10011292,1,1
50871,10,1,1,8,0.90101624,3,0
50873,10,1,1,3,0.90101624,5,2
50875,10,1,1,11,0.90101624,7,1
50877,6,1,1,3,0.01112366,0,0
50879,10,1,1,21,0.90101624,2,2
50881,8,1,1,3,0.10011292,4,1
50883,9,1,1,6,0.30033875,6,0
50885,8,1,1,3,0.10011292,8,2
50887,8,1,1,13,0.10011292,1,1
50889,8,1,1,3,0.10011292,3,0
50891,10,1,1,8,0.90101624,5,2
50893,8,1,1,3,0.10011292,7,1
50895,11,0,1,29,2.70304871,0,0
50897,10,1,1,3,0.90101624,2,2
50899,10,1,1,6,0.90101624,4,1
50901,9,1,1,3,0.30033875,6,0
50903,7,1,1,8,0.03337097,8,2
50905,8,1,1,3,0.10011292,1,1
50907,10,1,1,13,0.90101624,3,0
50909,8,1,1,3,0.10011292,5,2
50911,7,1,1,16,0.03337097,7,1
50913,9,1,1,3,0.30033875,0,0
50915,9,1,1,6,0.30033875,2,2
50917,8,1,1,3,0.10011292,4,1
50919,11,0,1,65,2.70304871,6,0
50921,10,1,1,3,0.90101624,8,2
50923,10,1,1,8,0.90101624,1,1
50925,9,1,1,3,0.30033875,3,0
50927,11,0,1,86,2.70304871,5,2
50929,9,1,1,3,0.30033875,7,1
50931,10,1,1,6,0.90101624,0,0
50933,9,1,1,3,0.30033875,2,2
50935,11,0,1,8,2.70304871,4,1
50937,8,1,1,3,0.10011292,6,0
50939,11,0,1,19,2.70304871,8,2
50941,10,1,1,3,0.90101624,1,1
50943,12,0,1,42,8.10914612,3,0
50945,9,1,1,3,0.30033875,5,2
50947,9,1,1,6,0.30033875,7,1
50949,10,1,1,3,0.90101624,0,0
50951,9,1,1,11,0.30033875,2,2
50953,12,0,1,3,8.10914612,4,1
50955,10,1,1,8,0.90101624,6,0
50957,11,0,1,3,2.70304871,8,2
50959,10,1,1,11,0.90101624,1,1
50961,11,0,1,3,2.70304871,3,0
50963,10,1,1,6,0.90101624,5,2
50965,2,1,1,3,0.00013733,7,1
50967,12,0,1,8,8.10914612,0,0
50969,13,0,1,3,24.32743835,2,2
50971,15,0,1,122,218.94694519,4,1
50973,8,1,1,3,0.10011292,6,0
50975,9,1,1,19,0.30033875,8,2
50977,8,1,1,3,0.10011292,1,1
50979,7,1,1,6,0.03337097,3,0
50981,7,1,1,3,0.03337097,5,2
50983,9,1,1,13,0.30033875,7,1
50985,8,1,1,3,0.10011292,0,0
50987,7,1,1,8,0.03337097,2,2
50989,7,1,1,3,0.03337097,4,1
50991,10,1,1,16,0.90101624,6,0
50993,7,1,1,3,0.03337097,8,2
50995,7,1,1,6,0.03337097,1,1
50997,6,1,1,3,0.01112366,3,0
50999,7,1,1,8,0.03337097,5,2
51001,9,1,1,3,0.30033875,7,1
51003,7,1,1,11,0.03337097,0,0
51005,8,1,1,3,0.10011292,2,2
51007,9,1,1,19,0.30033875,4,1
51009,6,1,1,3,0.01112366,6,0
51011,7,1,1,6,0.03337097,8,2
51013,6,1,1,3,0.01112366,1,1
51015,11,0,1,37,2.70304871,3,0
51017,8,1,1,3,0.10011292,5,2
